/workspace/src/models/modules/gnns.py:39: UserWarning: 'nn.glob.GlobalAttention' is deprecated, use 'nn.aggr.AttentionalAggregation' instead
  self.attpool = GlobalAttention(torch.nn.Linear(config.hidden_size, 1))
[1/60] cvefixes__01_vulnerable_expand_dynamic_string_token: baseline p=0.071344, label=0, PDG=9/15, XFG=3
  edge_reconnect b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
[25/60] cwe119__05_non_vulnerable_07_non-vulnerable_41: baseline p=0.000000, label=0, PDG=14/16, XFG=2
  node_add b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_add b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_add b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_add b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=42: applied=5, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_delete b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_delete b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_delete b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=7: applied=5, nested=True, p=0.000140, flip=False, error=none
  node_attribute_modify b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=17: applied=5, nested=True, p=0.061663, flip=False, error=none
  node_attribute_modify b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_add b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_add b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_add b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=61: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_delete b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=7: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=7: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=17: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=17: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=17: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=29: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=29: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=29: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=42: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=42: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=42: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=61: applied=1, nested=True, p=0.005594, flip=False, error=none
  edge_reconnect b=3 s=61: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=73: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=73: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=73: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, error=none
  edge_reconnect b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
[26/60] cwe119__06_non_vulnerable_08_non-vulnerable_32: baseline p=0.000025, label=0, PDG=4/2, XFG=4
  node_add b=1 s=7: applied=1, nested=True, p=0.000059, flip=False, error=none
  node_add b=3 s=7: applied=3, nested=True, p=0.000038, flip=False, error=none
  node_add b=5 s=7: applied=5, nested=True, p=0.000024, flip=False, error=none
  node_add b=1 s=17: applied=1, nested=True, p=0.000006, flip=False, error=none
  node_add b=3 s=17: applied=3, nested=True, p=0.000006, flip=False, error=none
  node_add b=5 s=17: applied=5, nested=True, p=0.000006, flip=False, error=none
  node_add b=1 s=29: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_add b=3 s=29: applied=3, nested=True, p=0.000059, flip=False, error=none
  node_add b=5 s=29: applied=5, nested=True, p=0.000059, flip=False, error=none
  node_add b=1 s=42: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_add b=3 s=42: applied=3, nested=True, p=0.000025, flip=False, error=none
  node_add b=5 s=42: applied=5, nested=True, p=0.000001, flip=False, error=none
  node_add b=1 s=61: applied=1, nested=True, p=0.000006, flip=False, error=none
  node_add b=3 s=61: applied=3, nested=True, p=0.000038, flip=False, error=none
  node_add b=5 s=61: applied=5, nested=True, p=0.000030, flip=False, error=none
  node_add b=1 s=73: applied=1, nested=True, p=0.000059, flip=False, error=none
  node_add b=3 s=73: applied=3, nested=True, p=0.000116, flip=False, error=none
  node_add b=5 s=73: applied=5, nested=True, p=0.000002, flip=False, error=none
  node_add b=1 s=89: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_add b=3 s=89: applied=3, nested=True, p=0.000025, flip=False, error=none
  node_add b=5 s=89: applied=5, nested=True, p=0.000095, flip=False, error=none
  node_add b=1 s=101: applied=1, nested=True, p=0.000038, flip=False, error=none
  node_add b=3 s=101: applied=3, nested=True, p=0.000059, flip=False, error=none
  node_add b=5 s=101: applied=5, nested=True, p=0.000024, flip=False, error=none
  node_add b=1 s=137: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_add b=3 s=137: applied=3, nested=True, p=0.000019, flip=False, error=none
  node_add b=5 s=137: applied=5, nested=True, p=0.000019, flip=False, error=none
  node_add b=1 s=2026: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_add b=3 s=2026: applied=3, nested=True, p=0.000059, flip=False, error=none
  node_add b=5 s=2026: applied=5, nested=True, p=0.000059, flip=False, error=none
  node_delete b=1 s=7: applied=1, nested=True, p=0.000006, flip=False, error=none
  node_delete b=3 s=7: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=7: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=17: applied=1, nested=True, p=0.000006, flip=False, error=none
  node_delete b=3 s=17: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=17: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=29: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_delete b=3 s=29: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=29: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=42: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_delete b=3 s=42: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=42: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=61: applied=1, nested=True, p=0.000006, flip=False, error=none
  node_delete b=3 s=61: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=61: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=73: applied=1, nested=True, p=0.000006, flip=False, error=none
  node_delete b=3 s=73: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=73: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=89: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_delete b=3 s=89: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=89: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=101: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_delete b=3 s=101: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=101: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=137: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_delete b=3 s=137: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=137: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=2026: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_delete b=3 s=2026: applied=2, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=2026: applied=2, nested=True, p=NA, flip=False, error=none
  node_attribute_modify b=1 s=7: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_attribute_modify b=3 s=7: applied=3, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=5 s=7: applied=5, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=1 s=17: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_attribute_modify b=3 s=17: applied=3, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=5 s=17: applied=5, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=1 s=29: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_attribute_modify b=3 s=29: applied=3, nested=True, p=0.100294, flip=False, error=none
  node_attribute_modify b=5 s=29: applied=5, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=1 s=42: applied=1, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=3 s=42: applied=3, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=5 s=42: applied=5, nested=True, p=0.100294, flip=False, error=none
  node_attribute_modify b=1 s=61: applied=1, nested=True, p=0.100294, flip=False, error=none
  node_attribute_modify b=3 s=61: applied=3, nested=True, p=0.100294, flip=False, error=none
  node_attribute_modify b=5 s=61: applied=5, nested=True, p=0.100294, flip=False, error=none
  node_attribute_modify b=1 s=73: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_attribute_modify b=3 s=73: applied=3, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=5 s=73: applied=5, nested=True, p=0.100294, flip=False, error=none
  node_attribute_modify b=1 s=89: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_attribute_modify b=3 s=89: applied=3, nested=True, p=0.100294, flip=False, error=none
  node_attribute_modify b=5 s=89: applied=5, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=1 s=101: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_attribute_modify b=3 s=101: applied=3, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=5 s=101: applied=5, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=1 s=137: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_attribute_modify b=3 s=137: applied=3, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=5 s=137: applied=5, nested=True, p=0.000598, flip=False, error=none
  node_attribute_modify b=1 s=2026: applied=1, nested=True, p=0.000025, flip=False, error=none
  node_attribute_modify b=3 s=2026: applied=3, nested=True, p=0.100294, flip=False, error=none
  node_attribute_modify b=5 s=2026: applied=5, nested=True, p=0.000598, flip=False, error=none
  edge_add b=1 s=7: applied=1, nested=True, p=0.051465, flip=False, error=none
  edge_add b=3 s=7: applied=3, nested=True, p=0.008085, flip=False, error=none
  edge_add b=5 s=7: applied=5, nested=True, p=0.004513, flip=False, error=none
  edge_add b=1 s=17: applied=1, nested=True, p=0.000006, flip=False, error=none
  edge_add b=3 s=17: applied=3, nested=True, p=0.000871, flip=False, error=none
  edge_add b=5 s=17: applied=5, nested=True, p=0.005987, flip=False, error=none
  edge_add b=1 s=29: applied=1, nested=True, p=0.000006, flip=False, error=none
  edge_add b=3 s=29: applied=3, nested=True, p=0.000088, flip=False, error=none
  edge_add b=5 s=29: applied=5, nested=True, p=0.033181, flip=False, error=none
  edge_add b=1 s=42: applied=1, nested=True, p=0.000032, flip=False, error=none
  edge_add b=3 s=42: applied=3, nested=True, p=0.000101, flip=False, error=none
  edge_add b=5 s=42: applied=5, nested=True, p=0.000138, flip=False, error=none
  edge_add b=1 s=61: applied=1, nested=True, p=0.072912, flip=False, error=none
  edge_add b=3 s=61: applied=3, nested=True, p=0.003644, flip=False, error=none
  edge_add b=5 s=61: applied=5, nested=True, p=0.000484, flip=False, error=none
  edge_add b=1 s=73: applied=1, nested=True, p=0.000170, flip=False, error=none
  edge_add b=3 s=73: applied=3, nested=True, p=0.000860, flip=False, error=none
  edge_add b=5 s=73: applied=5, nested=True, p=0.014640, flip=False, error=none
  edge_add b=1 s=89: applied=1, nested=True, p=0.000032, flip=False, error=none
  edge_add b=3 s=89: applied=3, nested=True, p=0.011881, flip=False, error=none
  edge_add b=5 s=89: applied=5, nested=True, p=0.008941, flip=False, error=none
  edge_add b=1 s=101: applied=1, nested=True, p=0.000006, flip=False, error=none
  edge_add b=3 s=101: applied=3, nested=True, p=0.006770, flip=False, error=none
  edge_add b=5 s=101: applied=5, nested=True, p=0.000996, flip=False, error=none
  edge_add b=1 s=137: applied=1, nested=True, p=0.000032, flip=False, error=none
  edge_add b=3 s=137: applied=3, nested=True, p=0.001540, flip=False, error=none
  edge_add b=5 s=137: applied=5, nested=True, p=0.007569, flip=False, error=none
  edge_add b=1 s=2026: applied=1, nested=True, p=0.000032, flip=False, error=none
  edge_add b=3 s=2026: applied=3, nested=True, p=0.053716, flip=False, error=none
  edge_add b=5 s=2026: applied=5, nested=True, p=0.018034, flip=False, error=none
  edge_delete b=1 s=7: applied=1, nested=True, p=0.000006, flip=False, error=none
  edge_delete b=3 s=7: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=5 s=7: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=1 s=17: applied=1, nested=True, p=0.000006, flip=False, error=none
  edge_delete b=3 s=17: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=5 s=17: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=1 s=29: applied=1, nested=True, p=0.000025, flip=False, error=none
  edge_delete b=3 s=29: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=5 s=29: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=1 s=42: applied=1, nested=True, p=0.000025, flip=False, error=none
  edge_delete b=3 s=42: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=5 s=42: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=1 s=61: applied=1, nested=True, p=0.000006, flip=False, error=none
  edge_delete b=3 s=61: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=5 s=61: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=1 s=73: applied=1, nested=True, p=0.000006, flip=False, error=none
  edge_delete b=3 s=73: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=5 s=73: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=1 s=89: applied=1, nested=True, p=0.000025, flip=False, error=none
  edge_delete b=3 s=89: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=5 s=89: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=1 s=101: applied=1, nested=True, p=0.000025, flip=False, error=none
  edge_delete b=3 s=101: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=5 s=101: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=1 s=137: applied=1, nested=True, p=0.000025, flip=False, error=none
  edge_delete b=3 s=137: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=5 s=137: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=1 s=2026: applied=1, nested=True, p=0.000025, flip=False, error=none
  edge_delete b=3 s=2026: applied=2, nested=True, p=NA, flip=False, error=none
  edge_delete b=5 s=2026: applied=2, nested=True, p=NA, flip=False, error=none
  edge_reconnect b=1 s=7: applied=1, nested=True, p=0.041098, flip=False, error=none
  edge_reconnect b=3 s=7: applied=3, nested=True, p=0.000025, flip=False, error=none
  edge_reconnect b=5 s=7: applied=5, nested=True, p=0.000756, flip=False, error=none
