/workspace/src/models/modules/gnns.py:39: UserWarning: 'nn.glob.GlobalAttention' is deprecated, use 'nn.aggr.AttentionalAggregation' instead
  self.attpool = GlobalAttention(torch.nn.Linear(config.hidden_size, 1))
[1/60] cvefixes__01_vulnerable_expand_dynamic_string_token: true=1, baseline=0 p=0.071344, correct=False, winner=19
[2/60] cvefixes__02_fixed_dl_dst_substitute: true=0, baseline=0 p=0.000000, correct=True, winner=22
  winner_xfg_edge_attack b=1 s=7: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=89: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=89: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=101: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=101: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=137: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=137: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=137: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=2026: applied=1, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=2026: applied=3, nested=True, p=0.000000, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, attack_success=False, error=none
[26/60] cwe119__06_non_vulnerable_08_non-vulnerable_32: true=0, baseline=0 p=0.000025, correct=True, winner=50
  winner_xfg_edge_attack b=1 s=7: applied=1, nested=True, p=0.000006, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=7: applied=3, nested=True, p=0.021986, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=7: applied=5, nested=True, p=0.016620, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=17: applied=1, nested=True, p=0.000006, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=17: applied=3, nested=True, p=0.021986, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=17: applied=5, nested=True, p=0.016620, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=29: applied=1, nested=True, p=0.000006, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=29: applied=3, nested=True, p=0.021986, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=29: applied=5, nested=True, p=0.016620, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=42: applied=1, nested=True, p=0.000006, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=42: applied=3, nested=True, p=0.021986, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=42: applied=5, nested=True, p=0.016620, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=61: applied=1, nested=True, p=0.000006, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=61: applied=3, nested=True, p=0.021986, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=61: applied=5, nested=True, p=0.016620, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=73: applied=1, nested=True, p=0.000006, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=73: applied=3, nested=True, p=0.021986, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=73: applied=5, nested=True, p=0.016620, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=89: applied=1, nested=True, p=0.000006, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=89: applied=3, nested=True, p=0.021986, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=89: applied=5, nested=True, p=0.016620, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=101: applied=1, nested=True, p=0.000006, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=101: applied=3, nested=True, p=0.021986, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=101: applied=5, nested=True, p=0.016620, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=137: applied=1, nested=True, p=0.000006, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=137: applied=3, nested=True, p=0.021986, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=137: applied=5, nested=True, p=0.016620, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=2026: applied=1, nested=True, p=0.000006, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=2026: applied=3, nested=True, p=0.021986, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=5 s=2026: applied=5, nested=True, p=0.016620, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=7: applied=1, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=7: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=7: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=17: applied=1, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=17: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=17: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=29: applied=1, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=29: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=29: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=42: applied=1, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=42: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=42: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=61: applied=1, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=61: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=61: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=73: applied=1, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=73: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=73: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=89: applied=1, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=89: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=89: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=101: applied=1, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=101: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=101: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=137: applied=1, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=137: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=137: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=2026: applied=1, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=2026: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=2026: applied=2, nested=True, p=0.000598, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=7: applied=1, nested=True, p=0.000173, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=7: applied=3, nested=True, p=0.000186, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=7: applied=5, nested=True, p=0.000195, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=17: applied=1, nested=True, p=0.000173, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=17: applied=3, nested=True, p=0.000186, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=17: applied=5, nested=True, p=0.000195, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=29: applied=1, nested=True, p=0.000173, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=29: applied=3, nested=True, p=0.000186, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=29: applied=5, nested=True, p=0.000195, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=42: applied=1, nested=True, p=0.000173, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=42: applied=3, nested=True, p=0.000186, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=42: applied=5, nested=True, p=0.000195, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=61: applied=1, nested=True, p=0.000173, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=61: applied=3, nested=True, p=0.000186, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=61: applied=5, nested=True, p=0.000195, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=73: applied=1, nested=True, p=0.000173, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=73: applied=3, nested=True, p=0.000186, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=73: applied=5, nested=True, p=0.000195, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=89: applied=1, nested=True, p=0.000173, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=89: applied=3, nested=True, p=0.000186, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=89: applied=5, nested=True, p=0.000195, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=101: applied=1, nested=True, p=0.000173, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=101: applied=3, nested=True, p=0.000186, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=101: applied=5, nested=True, p=0.000195, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=137: applied=1, nested=True, p=0.000173, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=137: applied=3, nested=True, p=0.000186, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=137: applied=5, nested=True, p=0.000195, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=2026: applied=1, nested=True, p=0.000173, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=2026: applied=3, nested=True, p=0.000186, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=2026: applied=5, nested=True, p=0.000195, flip=False, attack_success=False, error=none
[27/60] cwe119__07_non_vulnerable_09_non-vulnerable_83: true=0, baseline=1 p=0.533740, correct=False, winner=41
[28/60] cwe119__08_non_vulnerable_10_non-vulnerable_43: true=0, baseline=1 p=0.925356, correct=False, winner=41
[29/60] cwe119__09_vulnerable_CWE121_Stack_Based_Buffer_Overflow__: true=1, baseline=0 p=0.162205, correct=False, winner=29
[30/60] cwe119__10_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__: true=0, baseline=0 p=0.162205, correct=True, winner=29
  winner_xfg_edge_attack b=1 s=7: applied=1, nested=True, p=0.223817, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=7: applied=3, nested=True, p=0.548956, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=7: applied=5, nested=True, p=0.387292, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=17: applied=1, nested=True, p=0.223817, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=17: applied=3, nested=True, p=0.548956, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=17: applied=5, nested=True, p=0.387292, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=29: applied=1, nested=True, p=0.223817, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=29: applied=3, nested=True, p=0.548956, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=29: applied=5, nested=True, p=0.387292, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=42: applied=1, nested=True, p=0.223817, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=42: applied=3, nested=True, p=0.548956, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=42: applied=5, nested=True, p=0.387292, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=61: applied=1, nested=True, p=0.223817, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=61: applied=3, nested=True, p=0.548956, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=61: applied=5, nested=True, p=0.387292, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=73: applied=1, nested=True, p=0.223817, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=73: applied=3, nested=True, p=0.548956, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=73: applied=5, nested=True, p=0.387292, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=89: applied=1, nested=True, p=0.223817, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=89: applied=3, nested=True, p=0.548956, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=89: applied=5, nested=True, p=0.387292, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=101: applied=1, nested=True, p=0.223817, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=101: applied=3, nested=True, p=0.548956, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=101: applied=5, nested=True, p=0.387292, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=137: applied=1, nested=True, p=0.223817, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=137: applied=3, nested=True, p=0.548956, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=137: applied=5, nested=True, p=0.387292, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=2026: applied=1, nested=True, p=0.223817, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=3 s=2026: applied=3, nested=True, p=0.548956, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=2026: applied=5, nested=True, p=0.387292, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=7: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=7: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=7: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=17: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=17: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=17: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=29: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=29: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=29: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=42: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=42: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=42: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=61: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=61: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=61: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=73: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=73: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=73: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=89: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=89: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=89: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=101: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=101: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=101: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=137: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=137: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=137: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=2026: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=2026: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=2026: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=7: applied=1, nested=True, p=0.467919, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=7: applied=3, nested=True, p=0.145046, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=7: applied=5, nested=True, p=0.070325, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=17: applied=1, nested=True, p=0.467919, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=17: applied=3, nested=True, p=0.145046, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=17: applied=5, nested=True, p=0.070325, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=29: applied=1, nested=True, p=0.467919, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=29: applied=3, nested=True, p=0.145046, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=29: applied=5, nested=True, p=0.070325, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=42: applied=1, nested=True, p=0.467919, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=42: applied=3, nested=True, p=0.145046, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=42: applied=5, nested=True, p=0.070325, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=61: applied=1, nested=True, p=0.467919, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=61: applied=3, nested=True, p=0.145046, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=61: applied=5, nested=True, p=0.070325, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=73: applied=1, nested=True, p=0.467919, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=73: applied=3, nested=True, p=0.145046, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=73: applied=5, nested=True, p=0.070325, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=89: applied=1, nested=True, p=0.467919, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=89: applied=3, nested=True, p=0.145046, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=89: applied=5, nested=True, p=0.070325, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=101: applied=1, nested=True, p=0.467919, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=101: applied=3, nested=True, p=0.145046, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=101: applied=5, nested=True, p=0.070325, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=137: applied=1, nested=True, p=0.467919, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=137: applied=3, nested=True, p=0.145046, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=137: applied=5, nested=True, p=0.070325, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=1 s=2026: applied=1, nested=True, p=0.467919, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=3 s=2026: applied=3, nested=True, p=0.145046, flip=False, attack_success=False, error=none
  targeted_subgraph_injection b=5 s=2026: applied=5, nested=True, p=0.070325, flip=False, attack_success=False, error=none
[31/60] cwe119__11_vulnerable_CWE121_Stack_Based_Buffer_Overflow__: true=1, baseline=0 p=0.332413, correct=False, winner=29
[32/60] cwe119__12_non_vulnerable_CWE121_Stack_Based_Buffer_Overflow__: true=0, baseline=0 p=0.332413, correct=True, winner=29
  winner_xfg_edge_attack b=1 s=7: applied=1, nested=True, p=0.567305, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=3 s=7: applied=3, nested=True, p=0.523970, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=7: applied=5, nested=True, p=0.482176, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=17: applied=1, nested=True, p=0.567305, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=3 s=17: applied=3, nested=True, p=0.523970, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=17: applied=5, nested=True, p=0.482176, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=29: applied=1, nested=True, p=0.567305, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=3 s=29: applied=3, nested=True, p=0.523970, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=29: applied=5, nested=True, p=0.482176, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=42: applied=1, nested=True, p=0.567305, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=3 s=42: applied=3, nested=True, p=0.523970, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=42: applied=5, nested=True, p=0.482176, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=61: applied=1, nested=True, p=0.567305, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=3 s=61: applied=3, nested=True, p=0.523970, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=61: applied=5, nested=True, p=0.482176, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=73: applied=1, nested=True, p=0.567305, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=3 s=73: applied=3, nested=True, p=0.523970, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=73: applied=5, nested=True, p=0.482176, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=89: applied=1, nested=True, p=0.567305, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=3 s=89: applied=3, nested=True, p=0.523970, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=89: applied=5, nested=True, p=0.482176, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=101: applied=1, nested=True, p=0.567305, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=3 s=101: applied=3, nested=True, p=0.523970, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=101: applied=5, nested=True, p=0.482176, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=137: applied=1, nested=True, p=0.567305, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=3 s=137: applied=3, nested=True, p=0.523970, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=137: applied=5, nested=True, p=0.482176, flip=False, attack_success=False, error=none
  winner_xfg_edge_attack b=1 s=2026: applied=1, nested=True, p=0.567305, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=3 s=2026: applied=3, nested=True, p=0.523970, flip=True, attack_success=True, error=none
  winner_xfg_edge_attack b=5 s=2026: applied=5, nested=True, p=0.482176, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=7: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=7: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=7: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=17: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=17: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=17: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=29: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=29: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=29: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=42: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=42: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=42: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=61: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=61: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=61: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=73: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=73: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=73: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=89: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=89: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=89: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=1 s=101: applied=1, nested=True, p=0.048735, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=3 s=101: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
  winner_xfg_feature_mask b=5 s=101: applied=3, nested=True, p=0.266876, flip=False, attack_success=False, error=none
