dataset,sample_id,source_file,action,count,applied_count,generation_status,run_status,flipped,base_label,variant_label,base_probability,variant_probability,delta_probability,base_nodes,variant_nodes,delta_nodes,base_edges,variant_edges,delta_edges,baseline_run_dir,variant_run_dir,variant_file,notes,error
cvefixes_vulnerable,04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\04_cve-2021-31571.c,pattern_dead_code,5,5,generated,ran,False,0,0,0.13110341131687164,0.15874503552913666,0.027641624212265015,4013,4288,275,7985,8490,505,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\baseline\04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\perturbed\04_cve-2021-31571__pattern_dead_code__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\sources\04_cve-2021-31571__pattern_dead_code__c5.c,inserted 5 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,
cvefixes_vulnerable,04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\04_cve-2021-31571.c,control_wrapper,1,1,generated,ran,False,0,0,0.13110341131687164,0.07121201604604721,-0.05989139527082443,4013,4017,4,7985,7994,9,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\baseline\04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\perturbed\04_cve-2021-31571__control_wrapper__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\sources\04_cve-2021-31571__control_wrapper__c1.c,wrapped 1 safe single-line statement(s) with if (1) blocks,
cvefixes_vulnerable,04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\04_cve-2021-31571.c,control_wrapper,2,2,generated,ran,False,0,0,0.13110341131687164,0.4455690383911133,0.31446562707424164,4013,4021,8,7985,8003,18,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\baseline\04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\perturbed\04_cve-2021-31571__control_wrapper__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\sources\04_cve-2021-31571__control_wrapper__c2.c,wrapped 2 safe single-line statement(s) with if (1) blocks,
cvefixes_vulnerable,04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\04_cve-2021-31571.c,control_wrapper,3,3,generated,ran,False,0,0,0.13110341131687164,0.07417137175798416,-0.05693203955888748,4013,4025,12,7985,8012,27,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\baseline\04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\perturbed\04_cve-2021-31571__control_wrapper__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\sources\04_cve-2021-31571__control_wrapper__c3.c,wrapped 3 safe single-line statement(s) with if (1) blocks,
cvefixes_vulnerable,04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\04_cve-2021-31571.c,control_wrapper,5,5,generated,ran,False,0,0,0.13110341131687164,0.06887974590063095,-0.06222366541624069,4013,4033,20,7985,8033,48,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\baseline\04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\perturbed\04_cve-2021-31571__control_wrapper__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\sources\04_cve-2021-31571__control_wrapper__c5.c,wrapped 5 safe single-line statement(s) with if (1) blocks,
cvefixes_vulnerable,04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\04_cve-2021-31571.c,temp_variable_split,1,1,generated,ran,False,0,0,0.13110341131687164,0.06887973099946976,-0.062223680317401886,4013,4021,8,7985,8003,18,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\baseline\04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\perturbed\04_cve-2021-31571__temp_variable_split__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\sources\04_cve-2021-31571__temp_variable_split__c1.c,split 1 simple assignment(s) through temporary integer variables,
cvefixes_vulnerable,04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\04_cve-2021-31571.c,temp_variable_split,2,2,generated,ran,False,0,0,0.13110341131687164,0.06887974590063095,-0.06222366541624069,4013,4029,16,7985,8021,36,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\baseline\04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\perturbed\04_cve-2021-31571__temp_variable_split__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\sources\04_cve-2021-31571__temp_variable_split__c2.c,split 2 simple assignment(s) through temporary integer variables,
cvefixes_vulnerable,04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\04_cve-2021-31571.c,temp_variable_split,3,3,generated,ran,False,0,0,0.13110341131687164,0.06887974590063095,-0.06222366541624069,4013,4037,24,7985,8039,54,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\baseline\04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\perturbed\04_cve-2021-31571__temp_variable_split__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\sources\04_cve-2021-31571__temp_variable_split__c3.c,split 3 simple assignment(s) through temporary integer variables,
cvefixes_vulnerable,04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cvefixes\vulnerable\04_cve-2021-31571.c,temp_variable_split,5,5,generated,ran,False,0,0,0.13110341131687164,0.4455690383911133,0.31446562707424164,4013,4053,40,7985,8075,90,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\baseline\04_cve-2021-31571,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\runs\perturbed\04_cve-2021-31571__temp_variable_split__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cvefixes_vulnerable\sources\04_cve-2021-31571__temp_variable_split__c5.c,split 5 simple assignment(s) through temporary integer variables,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,data_flow_alias,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1170,18,2411,2450,39,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__data_flow_alias__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__data_flow_alias__c1.c,inserted 1 alias-preserving data-flow no-op(s) near call arguments,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,data_flow_alias,2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1190,38,2411,2488,77,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__data_flow_alias__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__data_flow_alias__c2.c,inserted 2 alias-preserving data-flow no-op(s) near call arguments,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,data_flow_alias,3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1208,56,2411,2527,116,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__data_flow_alias__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__data_flow_alias__c3.c,inserted 3 alias-preserving data-flow no-op(s) near call arguments,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,data_flow_alias,5,5,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1246,94,2411,2604,193,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__data_flow_alias__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__data_flow_alias__c5.c,inserted 5 alias-preserving data-flow no-op(s) near call arguments,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,dead_statement,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1164,12,2411,2438,27,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__dead_statement__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__dead_statement__c1.c,inserted 1 harmless dummy integer statement pair(s) after first function brace,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,dead_statement,2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1176,24,2411,2465,54,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__dead_statement__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__dead_statement__c2.c,inserted 2 harmless dummy integer statement pair(s) after first function brace,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,dead_statement,3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1188,36,2411,2492,81,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__dead_statement__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__dead_statement__c3.c,inserted 3 harmless dummy integer statement pair(s) after first function brace,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,dead_statement,5,5,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1212,60,2411,2546,135,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__dead_statement__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__dead_statement__c5.c,inserted 5 harmless dummy integer statement pair(s) after first function brace,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,xfg_targeted_dead_code,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1168,16,2411,2447,36,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__xfg_targeted_dead_code__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__xfg_targeted_dead_code__c1.c,inserted 1 unreachable no-op block(s) near XFG-relevant target lines,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,xfg_targeted_dead_code,2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1184,32,2411,2483,72,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__xfg_targeted_dead_code__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__xfg_targeted_dead_code__c2.c,inserted 2 unreachable no-op block(s) near XFG-relevant target lines,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,xfg_targeted_dead_code,3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1200,48,2411,2519,108,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__xfg_targeted_dead_code__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__xfg_targeted_dead_code__c3.c,inserted 3 unreachable no-op block(s) near XFG-relevant target lines,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,xfg_targeted_dead_code,5,5,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1232,80,2411,2591,180,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__xfg_targeted_dead_code__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__xfg_targeted_dead_code__c5.c,inserted 5 unreachable no-op block(s) near XFG-relevant target lines,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,range_clamp,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1182,30,2411,2481,70,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__range_clamp__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__range_clamp__c1.c,clamped 1 sensitive sink size/count argument(s) through bounded local variables,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,range_clamp,2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1212,60,2411,2549,138,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__range_clamp__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__range_clamp__c2.c,clamped 2 sensitive sink size/count argument(s) through bounded local variables,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,range_clamp,3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1242,90,2411,2617,206,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__range_clamp__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__range_clamp__c3.c,clamped 3 sensitive sink size/count argument(s) through bounded local variables,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,range_clamp,5,3,partial,run_partial,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1242,90,2411,2617,206,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__range_clamp__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__range_clamp__c5.c,clamped 3 sensitive sink size/count argument(s) through bounded local variables,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,safe_source_substitution,1,0,skipped,ran,,,,,,,,,,,,,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,,,no nested pointer dereference source found,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,sink_bound_guard,1,1,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1162,10,2411,2432,21,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__sink_bound_guard__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__sink_bound_guard__c1.c,inserted 1 early-return bound guard(s) before sensitive sink calls,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,sink_bound_guard,2,2,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1172,20,2411,2455,44,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__sink_bound_guard__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__sink_bound_guard__c2.c,inserted 2 early-return bound guard(s) before sensitive sink calls,
devign,00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\devign\00_codexglue_devign_9763.c,sink_bound_guard,3,3,generated,ran,False,0,0,0.0005112718208692968,0.0005112718208692968,0.0,1152,1182,30,2411,2476,65,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\baseline\00_codexglue_devign_9763,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\runs\perturbed\00_codexglue_devign_9763__sink_bound_guard__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\devign\sources\00_codexglue_devign_9763__sink_bound_guard__c3.c,inserted 3 early-return bound guard(s) before sensitive sink calls,
