/workspace/src/models/modules/gnns.py:39: UserWarning: 'nn.glob.GlobalAttention' is deprecated, use 'nn.aggr.AttentionalAggregation' instead
  self.attpool = GlobalAttention(torch.nn.Linear(config.hidden_size, 1))
[1/60] cvefixes__01_vulnerable_expand_dynamic_string_token: baseline p=0.071344, label=0, PDG=9/15, XFG=3
  node_add b=7 s=29: applied=7, nested=True, p=0.461720, flip=False, error=none
  node_add b=9 s=29: applied=9, nested=True, p=0.461720, flip=False, error=none
  node_add b=11 s=29: applied=11, nested=True, p=0.461720, flip=False, error=none
  node_add b=13 s=29: applied=13, nested=True, p=0.461720, flip=False, error=none
  node_add b=15 s=29: applied=15, nested=True, p=0.461720, flip=False, error=none
  node_add b=20 s=29: applied=20, nested=True, p=0.461720, flip=False, error=none
  node_add b=25 s=29: applied=25, nested=True, p=0.461720, flip=False, error=none
  node_add b=1 s=42: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_add b=3 s=42: applied=3, nested=True, p=0.332413, flip=False, error=none
  node_add b=5 s=42: applied=5, nested=True, p=0.332413, flip=False, error=none
  node_add b=7 s=42: applied=7, nested=True, p=0.332413, flip=False, error=none
  node_add b=9 s=42: applied=9, nested=True, p=0.461720, flip=False, error=none
  node_add b=11 s=42: applied=11, nested=True, p=0.461720, flip=False, error=none
  node_add b=13 s=42: applied=13, nested=True, p=0.369811, flip=False, error=none
  node_add b=15 s=42: applied=15, nested=True, p=0.231347, flip=False, error=none
  node_add b=20 s=42: applied=20, nested=True, p=0.231347, flip=False, error=none
  node_add b=25 s=42: applied=25, nested=True, p=0.119886, flip=False, error=none
  node_add b=1 s=61: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_add b=3 s=61: applied=3, nested=True, p=0.461720, flip=False, error=none
  node_add b=5 s=61: applied=5, nested=True, p=0.461720, flip=False, error=none
  node_add b=7 s=61: applied=7, nested=True, p=0.461720, flip=False, error=none
  node_add b=9 s=61: applied=9, nested=True, p=0.461720, flip=False, error=none
  node_add b=11 s=61: applied=11, nested=True, p=0.461720, flip=False, error=none
  node_add b=13 s=61: applied=13, nested=True, p=0.461720, flip=False, error=none
  node_add b=15 s=61: applied=15, nested=True, p=0.461720, flip=False, error=none
  node_add b=20 s=61: applied=20, nested=True, p=0.461720, flip=False, error=none
  node_add b=25 s=61: applied=25, nested=True, p=0.461720, flip=False, error=none
  node_add b=1 s=73: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_add b=3 s=73: applied=3, nested=True, p=0.332413, flip=False, error=none
  node_add b=5 s=73: applied=5, nested=True, p=0.332413, flip=False, error=none
  node_add b=7 s=73: applied=7, nested=True, p=0.332413, flip=False, error=none
  node_add b=9 s=73: applied=9, nested=True, p=0.461720, flip=False, error=none
  node_add b=11 s=73: applied=11, nested=True, p=0.461720, flip=False, error=none
  node_add b=13 s=73: applied=13, nested=True, p=0.461720, flip=False, error=none
  node_add b=15 s=73: applied=15, nested=True, p=0.461720, flip=False, error=none
  node_add b=20 s=73: applied=20, nested=True, p=0.239086, flip=False, error=none
  node_add b=25 s=73: applied=25, nested=True, p=0.061533, flip=False, error=none
  node_add b=1 s=89: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_add b=3 s=89: applied=3, nested=True, p=0.332413, flip=False, error=none
  node_add b=5 s=89: applied=5, nested=True, p=0.332413, flip=False, error=none
  node_add b=7 s=89: applied=7, nested=True, p=0.461720, flip=False, error=none
  node_add b=9 s=89: applied=9, nested=True, p=0.461720, flip=False, error=none
  node_add b=11 s=89: applied=11, nested=True, p=0.461720, flip=False, error=none
  node_add b=13 s=89: applied=13, nested=True, p=0.461720, flip=False, error=none
  node_add b=15 s=89: applied=15, nested=True, p=0.461720, flip=False, error=none
  node_add b=20 s=89: applied=20, nested=True, p=0.461720, flip=False, error=none
  node_add b=25 s=89: applied=25, nested=True, p=0.461720, flip=False, error=none
  node_add b=1 s=101: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_add b=3 s=101: applied=3, nested=True, p=0.461720, flip=False, error=none
  node_add b=5 s=101: applied=5, nested=True, p=0.461720, flip=False, error=none
  node_add b=7 s=101: applied=7, nested=True, p=0.461720, flip=False, error=none
  node_add b=9 s=101: applied=9, nested=True, p=0.461720, flip=False, error=none
  node_add b=11 s=101: applied=11, nested=True, p=0.461720, flip=False, error=none
  node_add b=13 s=101: applied=13, nested=True, p=0.461720, flip=False, error=none
  node_add b=15 s=101: applied=15, nested=True, p=0.369811, flip=False, error=none
  node_add b=20 s=101: applied=20, nested=True, p=0.239086, flip=False, error=none
  node_add b=25 s=101: applied=25, nested=True, p=0.239086, flip=False, error=none
  node_add b=1 s=137: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_add b=3 s=137: applied=3, nested=True, p=0.461720, flip=False, error=none
  node_add b=5 s=137: applied=5, nested=True, p=0.461720, flip=False, error=none
  node_add b=7 s=137: applied=7, nested=True, p=0.461720, flip=False, error=none
  node_add b=9 s=137: applied=9, nested=True, p=0.461720, flip=False, error=none
  node_add b=11 s=137: applied=11, nested=True, p=0.369811, flip=False, error=none
  node_add b=13 s=137: applied=13, nested=True, p=0.369811, flip=False, error=none
  node_add b=15 s=137: applied=15, nested=True, p=0.237275, flip=False, error=none
  node_add b=20 s=137: applied=20, nested=True, p=0.237275, flip=False, error=none
  node_add b=25 s=137: applied=25, nested=True, p=0.120750, flip=False, error=none
  node_add b=1 s=2026: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_add b=3 s=2026: applied=3, nested=True, p=0.332413, flip=False, error=none
  node_add b=5 s=2026: applied=5, nested=True, p=0.461720, flip=False, error=none
  node_add b=7 s=2026: applied=7, nested=True, p=0.461720, flip=False, error=none
  node_add b=9 s=2026: applied=9, nested=True, p=0.369811, flip=False, error=none
  node_add b=11 s=2026: applied=11, nested=True, p=0.237275, flip=False, error=none
  node_add b=13 s=2026: applied=13, nested=True, p=0.120750, flip=False, error=none
  node_add b=15 s=2026: applied=15, nested=True, p=0.120750, flip=False, error=none
  node_add b=20 s=2026: applied=20, nested=True, p=0.120750, flip=False, error=none
  node_add b=25 s=2026: applied=25, nested=True, p=0.059210, flip=False, error=none
  node_delete b=1 s=7: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_delete b=3 s=7: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=7: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=7 s=7: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=9 s=7: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=11 s=7: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=13 s=7: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=15 s=7: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=20 s=7: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=25 s=7: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=17: applied=1, nested=True, p=0.404058, flip=False, error=none
  node_delete b=3 s=17: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=17: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=7 s=17: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=9 s=17: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=11 s=17: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=13 s=17: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=15 s=17: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=20 s=17: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=25 s=17: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=29: applied=1, nested=True, p=0.404058, flip=False, error=none
  node_delete b=3 s=29: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=29: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=7 s=29: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=9 s=29: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=11 s=29: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=13 s=29: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=15 s=29: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=20 s=29: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=25 s=29: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=42: applied=1, nested=True, p=0.404058, flip=False, error=none
  node_delete b=3 s=42: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=42: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=7 s=42: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=9 s=42: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=11 s=42: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=13 s=42: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=15 s=42: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=20 s=42: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=25 s=42: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=61: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_delete b=3 s=61: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=61: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=7 s=61: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=9 s=61: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=11 s=61: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=13 s=61: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=15 s=61: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=20 s=61: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=25 s=61: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=73: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_delete b=3 s=73: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=73: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=7 s=73: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=9 s=73: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=11 s=73: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=13 s=73: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=15 s=73: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=20 s=73: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=25 s=73: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=89: applied=1, nested=True, p=0.470947, flip=False, error=none
  node_delete b=3 s=89: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=89: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=7 s=89: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=9 s=89: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=11 s=89: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=13 s=89: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=15 s=89: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=20 s=89: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=25 s=89: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=101: applied=1, nested=True, p=0.404058, flip=False, error=none
  node_delete b=3 s=101: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=101: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=7 s=101: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=9 s=101: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=11 s=101: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=13 s=101: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=15 s=101: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=20 s=101: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=25 s=101: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=137: applied=1, nested=True, p=0.470947, flip=False, error=none
  node_delete b=3 s=137: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=137: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=7 s=137: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=9 s=137: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=11 s=137: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=13 s=137: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=15 s=137: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=20 s=137: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=25 s=137: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=1 s=2026: applied=1, nested=True, p=0.470947, flip=False, error=none
  node_delete b=3 s=2026: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=5 s=2026: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=7 s=2026: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=9 s=2026: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=11 s=2026: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=13 s=2026: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=15 s=2026: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=20 s=2026: applied=3, nested=True, p=NA, flip=False, error=none
  node_delete b=25 s=2026: applied=3, nested=True, p=NA, flip=False, error=none
  node_attribute_modify b=1 s=7: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_attribute_modify b=3 s=7: applied=3, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=5 s=7: applied=5, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=7 s=7: applied=7, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=9 s=7: applied=9, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=11 s=7: applied=11, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=13 s=7: applied=13, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=15 s=7: applied=15, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=20 s=7: applied=20, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=25 s=7: applied=25, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=1 s=17: applied=1, nested=True, p=0.011174, flip=False, error=none
  node_attribute_modify b=3 s=17: applied=3, nested=True, p=0.011174, flip=False, error=none
  node_attribute_modify b=5 s=17: applied=5, nested=True, p=0.011174, flip=False, error=none
  node_attribute_modify b=7 s=17: applied=7, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=9 s=17: applied=9, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=11 s=17: applied=11, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=13 s=17: applied=13, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=15 s=17: applied=15, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=20 s=17: applied=20, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=25 s=17: applied=25, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=29: applied=1, nested=True, p=0.011174, flip=False, error=none
  node_attribute_modify b=3 s=29: applied=3, nested=True, p=0.065915, flip=False, error=none
  node_attribute_modify b=5 s=29: applied=5, nested=True, p=0.000007, flip=False, error=none
  node_attribute_modify b=7 s=29: applied=7, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=9 s=29: applied=9, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=11 s=29: applied=11, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=13 s=29: applied=13, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=15 s=29: applied=15, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=20 s=29: applied=20, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=25 s=29: applied=25, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=1 s=42: applied=1, nested=True, p=0.484966, flip=False, error=none
  node_attribute_modify b=3 s=42: applied=3, nested=True, p=0.011031, flip=False, error=none
  node_attribute_modify b=5 s=42: applied=5, nested=True, p=0.011031, flip=False, error=none
  node_attribute_modify b=7 s=42: applied=7, nested=True, p=0.011031, flip=False, error=none
  node_attribute_modify b=9 s=42: applied=9, nested=True, p=0.000007, flip=False, error=none
  node_attribute_modify b=11 s=42: applied=11, nested=True, p=0.011031, flip=False, error=none
  node_attribute_modify b=13 s=42: applied=13, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=15 s=42: applied=15, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=20 s=42: applied=20, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=25 s=42: applied=25, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=1 s=61: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_attribute_modify b=3 s=61: applied=3, nested=True, p=0.003655, flip=False, error=none
  node_attribute_modify b=5 s=61: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=7 s=61: applied=7, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=9 s=61: applied=9, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=11 s=61: applied=11, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=13 s=61: applied=13, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=15 s=61: applied=15, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=20 s=61: applied=20, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=25 s=61: applied=25, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=73: applied=1, nested=True, p=0.332413, flip=False, error=none
  node_attribute_modify b=3 s=73: applied=3, nested=True, p=0.404209, flip=False, error=none
  node_attribute_modify b=5 s=73: applied=5, nested=True, p=0.003655, flip=False, error=none
  node_attribute_modify b=7 s=73: applied=7, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=9 s=73: applied=9, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=11 s=73: applied=11, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=13 s=73: applied=13, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=15 s=73: applied=15, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=20 s=73: applied=20, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=25 s=73: applied=25, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=1 s=89: applied=1, nested=True, p=0.162867, flip=False, error=none
  node_attribute_modify b=3 s=89: applied=3, nested=True, p=0.000007, flip=False, error=none
  node_attribute_modify b=5 s=89: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=7 s=89: applied=7, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=9 s=89: applied=9, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=11 s=89: applied=11, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=13 s=89: applied=13, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=15 s=89: applied=15, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=20 s=89: applied=20, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=25 s=89: applied=25, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=1 s=101: applied=1, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=3 s=101: applied=3, nested=True, p=0.000054, flip=False, error=none
  node_attribute_modify b=5 s=101: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=7 s=101: applied=7, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=9 s=101: applied=9, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=11 s=101: applied=11, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=13 s=101: applied=13, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=15 s=101: applied=15, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=20 s=101: applied=20, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=25 s=101: applied=25, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=1 s=137: applied=1, nested=True, p=0.162867, flip=False, error=none
  node_attribute_modify b=3 s=137: applied=3, nested=True, p=0.002435, flip=False, error=none
  node_attribute_modify b=5 s=137: applied=5, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=7 s=137: applied=7, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=9 s=137: applied=9, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=11 s=137: applied=11, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=13 s=137: applied=13, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=15 s=137: applied=15, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=20 s=137: applied=20, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=25 s=137: applied=25, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=1 s=2026: applied=1, nested=True, p=0.162867, flip=False, error=none
  node_attribute_modify b=3 s=2026: applied=3, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=5 s=2026: applied=5, nested=True, p=0.000000, flip=False, error=none
  node_attribute_modify b=7 s=2026: applied=7, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=9 s=2026: applied=9, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=11 s=2026: applied=11, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=13 s=2026: applied=13, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=15 s=2026: applied=15, nested=True, p=0.206653, flip=False, error=none
  node_attribute_modify b=20 s=2026: applied=20, nested=True, p=0.266876, flip=False, error=none
  node_attribute_modify b=25 s=2026: applied=25, nested=True, p=0.266876, flip=False, error=none
  edge_add b=1 s=7: applied=1, nested=True, p=0.605948, flip=True, error=none
  edge_add b=3 s=7: applied=3, nested=True, p=0.603940, flip=True, error=none
  edge_add b=5 s=7: applied=5, nested=True, p=0.350778, flip=False, error=none
  edge_add b=7 s=7: applied=7, nested=True, p=0.043136, flip=False, error=none
  edge_add b=9 s=7: applied=9, nested=True, p=0.348037, flip=False, error=none
  edge_add b=11 s=7: applied=11, nested=True, p=0.511711, flip=True, error=none
  edge_add b=13 s=7: applied=13, nested=True, p=0.022959, flip=False, error=none
  edge_add b=15 s=7: applied=15, nested=True, p=0.081794, flip=False, error=none
  edge_add b=20 s=7: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=25 s=7: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=1 s=17: applied=1, nested=True, p=0.000552, flip=False, error=none
  edge_add b=3 s=17: applied=3, nested=True, p=0.020216, flip=False, error=none
  edge_add b=5 s=17: applied=5, nested=True, p=0.170628, flip=False, error=none
  edge_add b=7 s=17: applied=7, nested=True, p=0.027572, flip=False, error=none
  edge_add b=9 s=17: applied=9, nested=True, p=0.003669, flip=False, error=none
  edge_add b=11 s=17: applied=11, nested=True, p=0.011301, flip=False, error=none
  edge_add b=13 s=17: applied=13, nested=True, p=0.000737, flip=False, error=none
  edge_add b=15 s=17: applied=15, nested=True, p=0.013918, flip=False, error=none
  edge_add b=20 s=17: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=25 s=17: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=1 s=29: applied=1, nested=True, p=0.567305, flip=True, error=none
  edge_add b=3 s=29: applied=3, nested=True, p=0.602283, flip=True, error=none
  edge_add b=5 s=29: applied=5, nested=True, p=0.579726, flip=True, error=none
  edge_add b=7 s=29: applied=7, nested=True, p=0.428681, flip=False, error=none
  edge_add b=9 s=29: applied=9, nested=True, p=0.035356, flip=False, error=none
  edge_add b=11 s=29: applied=11, nested=True, p=0.017451, flip=False, error=none
  edge_add b=13 s=29: applied=13, nested=True, p=0.259401, flip=False, error=none
  edge_add b=15 s=29: applied=15, nested=True, p=0.081028, flip=False, error=none
  edge_add b=20 s=29: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=25 s=29: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=1 s=42: applied=1, nested=True, p=0.360387, flip=False, error=none
  edge_add b=3 s=42: applied=3, nested=True, p=0.019273, flip=False, error=none
  edge_add b=5 s=42: applied=5, nested=True, p=0.159528, flip=False, error=none
  edge_add b=7 s=42: applied=7, nested=True, p=0.495326, flip=False, error=none
  edge_add b=9 s=42: applied=9, nested=True, p=0.520925, flip=True, error=none
  edge_add b=11 s=42: applied=11, nested=True, p=0.149192, flip=False, error=none
  edge_add b=13 s=42: applied=13, nested=True, p=0.363561, flip=False, error=none
  edge_add b=15 s=42: applied=15, nested=True, p=0.081028, flip=False, error=none
  edge_add b=20 s=42: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=25 s=42: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=1 s=61: applied=1, nested=True, p=0.012337, flip=False, error=none
  edge_add b=3 s=61: applied=3, nested=True, p=0.506641, flip=True, error=none
  edge_add b=5 s=61: applied=5, nested=True, p=0.414769, flip=False, error=none
  edge_add b=7 s=61: applied=7, nested=True, p=0.582070, flip=True, error=none
  edge_add b=9 s=61: applied=9, nested=True, p=0.050716, flip=False, error=none
  edge_add b=11 s=61: applied=11, nested=True, p=0.162602, flip=False, error=none
  edge_add b=13 s=61: applied=13, nested=True, p=0.048608, flip=False, error=none
  edge_add b=15 s=61: applied=15, nested=True, p=0.013918, flip=False, error=none
  edge_add b=20 s=61: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=25 s=61: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=1 s=73: applied=1, nested=True, p=0.356951, flip=False, error=none
  edge_add b=3 s=73: applied=3, nested=True, p=0.568147, flip=True, error=none
  edge_add b=5 s=73: applied=5, nested=True, p=0.175007, flip=False, error=none
  edge_add b=7 s=73: applied=7, nested=True, p=0.024015, flip=False, error=none
  edge_add b=9 s=73: applied=9, nested=True, p=0.185390, flip=False, error=none
  edge_add b=11 s=73: applied=11, nested=True, p=0.297960, flip=False, error=none
  edge_add b=13 s=73: applied=13, nested=True, p=0.024724, flip=False, error=none
  edge_add b=15 s=73: applied=15, nested=True, p=0.085432, flip=False, error=none
  edge_add b=20 s=73: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=25 s=73: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=1 s=89: applied=1, nested=True, p=0.567305, flip=True, error=none
  edge_add b=3 s=89: applied=3, nested=True, p=0.419453, flip=False, error=none
  edge_add b=5 s=89: applied=5, nested=True, p=0.211936, flip=False, error=none
  edge_add b=7 s=89: applied=7, nested=True, p=0.250303, flip=False, error=none
  edge_add b=9 s=89: applied=9, nested=True, p=0.121500, flip=False, error=none
  edge_add b=11 s=89: applied=11, nested=True, p=0.075286, flip=False, error=none
  edge_add b=13 s=89: applied=13, nested=True, p=0.084548, flip=False, error=none
  edge_add b=15 s=89: applied=15, nested=True, p=0.012850, flip=False, error=none
  edge_add b=20 s=89: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=25 s=89: applied=16, nested=True, p=0.010406, flip=False, error=none
  edge_add b=1 s=101: applied=1, nested=True, p=0.661363, flip=True, error=none
  edge_add b=3 s=101: applied=3, nested=True, p=0.547763, flip=True, error=none
  edge_add b=5 s=101: applied=5, nested=True, p=0.559324, flip=True, error=none
